Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Saul Bautista","SFG","DSL","17-19",323,0.36094675,1.27777778,0.19607843,0.45098039,0.35294118,0.2037037,0.03703704,0.40853659,0.31097561,0.2804878,0.41691843,185,477,662,"sa3015750"
"Eliam Sandoval","SFG","CPX,DSL","17-19",349,0.325,1.07594937,0.16751269,0.43147208,0.40101523,0.24050633,0.15189873,0.47317073,0.27804878,0.24878049,0.32057416,155,472,627,"sa3015751"
"Ramon Peralta","SFG","CPX,DSL","17-19",549,0.31986532,1.36363636,0.1875,0.46875,0.34375,0.22222222,0.11111111,0.52542373,0.21016949,0.26440678,0.28328865,414,705,1119,"sa3015752"
"Juanel Urena","SFG","DSL","17-18",201,0.26732673,0.94736842,0.20430108,0.38709677,0.40860215,0.31578947,0.02631579,0.44329897,0.25773196,0.29896907,0.33653846,154,262,416,"sa3015753"
"Mauricio Pierre","SFG","CPX,DSL","17-19",327,0.35714286,1.36065574,0.19553073,0.46368715,0.34078212,0.18032787,0.09836066,0.45744681,0.23404255,0.30851064,0.41395349,132,513,645,"sa3015754"
"Jhosward Camacho","SFG","DSL","16-18",478,0.30461538,2.19736842,0.18456376,0.56040268,0.25503356,0.17105263,0.06578947,0.45065789,0.20394737,0.34539474,0.28484108,263,555,818,"sa3015755"
"Brian Guzman","SFG","DSL","17-17",46,0.38095238,1.83333333,0.15,0.55,0.3,0.33333333,0,0.3,0.25,0.45,0.41584158,30,71,101,"sa3015756"
"Diego Villegas","SFG","DSL","17-19",270,0.31736527,1.9,0.23684211,0.5,0.26315789,0.2,0,0.3625,0.2375,0.4,0.23895582,198,300,498,"sa3015757"
"Samuel Rodriguez","SFG","DSL","17-19",310,0.31088083,1.42857143,0.18072289,0.48192771,0.3373494,0.30357143,0.01785714,0.39428571,0.18285714,0.42285714,0.28546713,212,366,578,"sa3015758"
"Brayan Ferrer","SFG","DSL","17-19",314,0.30697674,0.79518072,0.23589744,0.33846154,0.42564103,0.37349398,0,0.47,0.18,0.35,0.25961538,167,353,520,"sa3015759"
"Gustavo Cardozo","SFG","CPX,DSL","17-19",301,0.32195122,1.63157895,0.21052632,0.48947368,0.3,0.31578947,0,0.56930693,0.2029703,0.22772277,0.31322957,110,404,514,"sa3015760"
"Derwin Laya","SFG","CPX,DSL","17-19",495,0.29900332,2.12658228,0.16554054,0.56756757,0.26689189,0.2278481,0.13924051,0.44918033,0.23278689,0.31803279,0.2712766,276,664,940,"sa3015761"
"Fabio Villadiego","SFG","DSL","17-18",230,0.25547445,0.83333333,0.140625,0.390625,0.46875,0.25,0.05,0.55223881,0.23134328,0.21641791,0.29285714,148,272,420,"sa3015762"
"Enmanuel Ramirez","WSN","CPX,DSL","17-19",356,0.25203252,1.2278481,0.23809524,0.41991342,0.34199134,0.21518987,0.03797468,0.4526749,0.24691358,0.30041152,0.26804124,152,430,582,"sa3015763"
"Winder Diaz","WSN","A+,CPX,DSL","18-20",447,0.32677165,1.671875,0.27542373,0.45338983,0.27118644,0.09375,0.015625,0.40650407,0.2398374,0.35365854,0.27803204,329,545,874,"sa3015764"
"Anderson Machado","OAK","CPX,DSL","17-19",355,0.2742616,1.6119403,0.19354839,0.49769585,0.30875576,0.35820896,0,0.41333333,0.19555556,0.39111111,0.28140704,162,435,597,"sa3015765"
"Ruben Vizcaya","PIT","DSL","17-19",485,0.29136691,1.11340206,0.17670683,0.43373494,0.38955823,0.27835052,0.02061856,0.3878327,0.21673004,0.39543726,0.29411765,355,580,935,"sa3015766"
"Rodolfo De La Cruz","PIT","DSL","17-19",362,0.26143791,0.96666667,0.20805369,0.38926174,0.40268456,0.31666667,0.11666667,0.5875,0.175,0.2375,0.37135922,288,536,824,"sa3015767"
"Esmerlyn Valdez","PIT","A,CPX,DSL","17-19",459,0.33707865,0.84955752,0.18359375,0.375,0.44140625,0.23893805,0.12389381,0.5323741,0.21942446,0.24820144,0.27896996,289,643,932,"sa3015768"
"Rubel Lebron","PIT","DSL","17-18",80,0.26530612,1.33333333,0.16666667,0.47619048,0.35714286,0.53333333,0,0.48979592,0.16326531,0.34693878,0.30128205,44,112,156,"sa3015769"
"Wesley Zapata","PIT","A+,CPX,DSL","17-19",438,0.31578947,0.85585586,0.21673004,0.36121673,0.42205323,0.24324324,0.00900901,0.40510949,0.21167883,0.38321168,0.21927711,317,513,830,"sa3015770"
"Adari Grant","STL","CPX,DSL","17-19",432,0.31325301,1.11627907,0.20175439,0.42105263,0.37719298,0.39534884,0.01162791,0.49367089,0.17721519,0.32911392,0.25707257,262,551,813,"sa3015771"
"Elias Reynoso","STL","DSL","17-19",365,0.27848101,1.04918033,0.12587413,0.44755245,0.42657343,0.2295082,0.03278689,0.57792208,0.22727273,0.19480519,0.32419547,342,497,839,"sa3015772"
"Leonardo Bernal","STL","A,DSL","17-19",672,0.28289474,1.4676259,0.24449339,0.44933921,0.3061674,0.15107914,0.10791367,0.46995708,0.24678112,0.2832618,0.12633535,821,1332,2153,"sa3015773"
"Yancel Guerrero","STL","CPX,DSL","17-19",359,0.40112994,2.02325581,0.1875,0.54375,0.26875,0.27906977,0.04651163,0.40935673,0.23391813,0.35672515,0.37357955,211,493,704,"sa3015774"
"Romtres Cabrera","STL","CPX,DSL","17-19",363,0.33128834,1.375,0.17391304,0.47826087,0.34782609,0.28571429,0.10714286,0.55151515,0.21818182,0.23030303,0.35160428,242,506,748,"sa3015775"
"Carlos Carmona","STL","DSL","16-18",268,0.28994083,0.96875,0.2125,0.3875,0.4,0.203125,0.03125,0.55487805,0.18902439,0.25609756,0.28690229,142,339,481,"sa3015776"
"Christian Avendano","STL","DSL","17-17",89,0.26470588,1.45454545,0.12903226,0.51612903,0.35483871,0.40909091,0,0.38461538,0.23076923,0.38461538,0.25619835,23,98,121,"sa3015777"
"Carlos Arcila","HOU","DSL","17-18",283,0.25698324,1.25423729,0.17391304,0.45962733,0.36645963,0.13559322,0.06779661,0.47305389,0.17964072,0.34730539,0.28423237,163,319,482,"sa3015778"
"Brayan Nolasco","HOU","DSL","17-18",225,0.2195122,1.87096774,0.16037736,0.54716981,0.29245283,0.35483871,0.06451613,0.46491228,0.18421053,0.35087719,0.36206897,116,290,406,"sa3015779"
"Richel Del Rosario","HOU","CPX,DSL","17-19",365,0.28431373,1.4,0.18644068,0.47457627,0.33898305,0.36666667,0.01666667,0.48677249,0.17989418,0.33333333,0.29733959,198,441,639,"sa3015780"
"Yamal Encarnacion","HOU","A,AA,CPX,DSL","17-19",477,0.30930931,1.54945055,0.2611465,0.44904459,0.28980892,0.24175824,0.02197802,0.41590214,0.22324159,0.36085627,0.16970999,312,619,931,"sa3015781"
"Richard Polanco","CLE","DSL","17-18",283,0.24375,1.1754386,0.17333333,0.44666667,0.38,0.26315789,0.01754386,0.48344371,0.22516556,0.29139073,0.3120438,198,350,548,"sa3015782"
"Carlos Gutierrez","CLE","DSL","17-19",351,0.32067511,1.61904762,0.18316832,0.5049505,0.31188119,0.12698413,0,0.30188679,0.24528302,0.45283019,0.24518389,200,371,571,"sa3015783"
"Yefri Rivera","CLE","DSL","17-19",334,0.27983539,2.26315789,0.15068493,0.5890411,0.26027397,0.19298246,0,0.4025974,0.21212121,0.38528139,0.23674242,150,378,528,"sa3015784"
"Manuel Mejias","CLE","A,CPX,DSL","17-19",384,0.26164875,1.74074074,0.15909091,0.53409091,0.30681818,0.19753086,0.03703704,0.41044776,0.26492537,0.32462687,0.12835473,292,565,857,"sa3015785"
"Christopher Espinola","CLE","CPX,DSL","17-19",464,0.35958904,1.11764706,0.22021661,0.41155235,0.36823105,0.19607843,0.06862745,0.54736842,0.24561404,0.20701754,0.27706636,263,596,859,"sa3015786"
"Ronald Pena","CLE","DSL","16-18",366,0.30434783,0.91954023,0.19323671,0.38647343,0.42028986,0.31034483,0.02298851,0.28703704,0.21296296,0.5,0.30246914,211,437,648,"sa3015787"
"Luis Guerra","LAD","A,A+,CPX,DSL","17-19",493,0.30994152,1.15702479,0.16878981,0.44585987,0.38535032,0.19834711,0.03305785,0.47400612,0.21406728,0.31192661,0.19694073,347,699,1046,"sa3015788"
"Roger Lasso","LAD","DSL","17-19",474,0.3122807,0.85185185,0.23954373,0.34980989,0.41064639,0.33333333,0.05555556,0.37410072,0.24100719,0.38489209,0.23684211,326,548,874,"sa3015789"
"Thayron Liranzo","LAD","A,CPX,DSL","17-19",674,0.31920904,1.28148148,0.16531165,0.46883469,0.36585366,0.11851852,0.24444444,0.51436031,0.25587467,0.22976501,0.17363636,892,1308,2200,"sa3015790"
"Luis Ariza","TBR","CPX,DSL","17-19",433,0.32846715,1.4875,0.22265625,0.46484375,0.3125,0.2,0.0625,0.4962963,0.16296296,0.34074074,0.31948052,206,564,770,"sa3015791"
"Yhoangel Aponte","TOR","A,CPX,DSL","17-19",535,0.32862191,1.11818182,0.15884477,0.44404332,0.39711191,0.22727273,0.10909091,0.48442907,0.24567474,0.26989619,0.29043184,361,820,1181,"sa3015792"
"Nathanael Rodriguez","TBR","CPX,DSL","17-19",376,0.24609375,1.69333333,0.14767932,0.53586498,0.3164557,0.25333333,0.06666667,0.42168675,0.20883534,0.36947791,0.25891473,184,461,645,"sa3015793"
"Jonathan Peguero","TOR","CPX,DSL","16-18",213,0.31707317,1.62162162,0.18487395,0.50420168,0.31092437,0.27027027,0.08108108,0.46721311,0.21311475,0.31967213,0.30574713,136,299,435,"sa3015794"
"Yeuni Munoz","TOR","CPX,DSL","17-19",316,0.38461538,0.83098592,0.22155689,0.35329341,0.4251497,0.36619718,0.04225352,0.51149425,0.1954023,0.29310345,0.36773256,191,497,688,"sa3015795"
"Justin Rodriguez","DET","DSL","17-19",497,0.35106383,1.31914894,0.17735849,0.46792453,0.35471698,0.20212766,0.04255319,0.5,0.21851852,0.28148148,0.39699571,222,710,932,"sa3015796"
"Brayan Rijo","CIN","CPX,DSL","17-19",419,0.35950413,1.8115942,0.17094017,0.53418803,0.29487179,0.37681159,0.04347826,0.50612245,0.24081633,0.25306122,0.39259259,154,656,810,"sa3015797"
"Leonardo Balcazar","CIN","A,CPX,DSL","17-19",380,0.38392857,1.29333333,0.23214286,0.43303571,0.33482143,0.14666667,0.14666667,0.42424242,0.23376623,0.34199134,0.25799087,291,585,876,"sa3015798"
"Edwin Hidalgo","LAA","CPX,DSL","17-19",162,0.26851852,0.9047619,0.23809524,0.36190476,0.4,0.38095238,0.04761905,0.55140187,0.21495327,0.23364486,0.33079848,49,214,263,"sa3015799"
"Gregory Barrios","MIL","A,CPX,DSL","17-19",761,0.28135593,0.92372881,0.19646018,0.38584071,0.41769912,0.33898305,0.00423729,0.43441227,0.2044293,0.36115843,0.11507538,655,1335,1990,"sa3015800"
"Luis Castillo","MIL","A,CPX,DSL","17-19",598,0.32480818,1.53658537,0.20610687,0.48091603,0.3129771,0.30894309,0.07317073,0.45614035,0.2406015,0.30325815,0.14372716,632,1010,1642,"sa3015801"
"Jadher Areinamo","MIL","A,A+,CPX,DSL","17-19",880,0.33527697,1.20762712,0.22470238,0.42410714,0.35119048,0.15254237,0.02118644,0.37409025,0.24454148,0.38136827,0.1037182,854,1701,2555,"sa3015802"
"Felipe Valderrama","MIL","CPX,DSL","16-18",229,0.36434109,1.375,0.20833333,0.45833333,0.33333333,0.175,0.05,0.45669291,0.2519685,0.29133858,0.38636364,111,329,440,"sa3015803"
"Eddy Beltre","SDP","CPX,DSL","17-19",265,0.36129032,1.03333333,0.19736842,0.40789474,0.39473684,0.25,0.06666667,0.43396226,0.24528302,0.32075472,0.25436893,180,335,515,"sa3015804"
"Armando Sierra","BOS","CPX,DSL","17-19",524,0.34929577,2.14117647,0.20535714,0.54166667,0.25297619,0.14117647,0.10588235,0.3782235,0.22063037,0.40114613,0.24459613,267,612,879,"sa3015805"
"Yeison Perez","MIL","CPX,DSL","17-19",466,0.37234043,1.54545455,0.20567376,0.4822695,0.31205674,0.15909091,0.10227273,0.51903114,0.19723183,0.28373702,0.39556593,189,668,857,"sa3015806"
"Samuel Escudero","PIT","DSL","17-19",320,0.28125,1.41176471,0.20772947,0.46376812,0.32850242,0.27941176,0.02941176,0.47663551,0.22897196,0.29439252,0.17164179,202,334,536,"sa3015807"
"Frandy Almonte","TEX","CPX,DSL","17-18",299,0.33333333,1.79591837,0.17964072,0.52694611,0.29341317,0.20408163,0.02040816,0.38150289,0.28323699,0.33526012,0.20255183,284,343,627,"sa3015808"
"Gedionne Marlin","TEX","DSL","17-19",525,0.28939828,1,0.19033233,0.40483384,0.40483384,0.31343284,0.02238806,0.5335277,0.23906706,0.22740525,0.29310345,276,652,928,"sa3015809"
"Edgar Basabe","TEX","CPX,DSL","17-19",439,0.3460076,1.575,0.20769231,0.48461538,0.30769231,0.1875,0.075,0.34926471,0.28676471,0.36397059,0.30892449,276,598,874,"sa3015810"
"Keiderson Pavon","TEX","DSL","17-19",586,0.2739726,1.09815951,0.17391304,0.43236715,0.39371981,0.36809816,0,0.49539171,0.23502304,0.26958525,0.15345005,365,606,971,"sa3015811"
"Julio Pinto","TEX","DSL","17-18",329,0.23228346,1.35802469,0.19067797,0.46610169,0.34322034,0.32098765,0,0.5708502,0.2145749,0.2145749,0.21472393,120,369,489,"sa3015812"
"Gleider Figuereo","TEX","A,CPX,DSL","17-19",812,0.29303279,0.96650718,0.16463415,0.41056911,0.42479675,0.27272727,0.09569378,0.51190476,0.25198413,0.23611111,0.15728477,879,1537,2416,"sa3015813"
"Egduard Winterdaal","MIL","DSL","17-17",52,0.22222222,0.1875,0.17391304,0.13043478,0.69565217,0.375,0,0.48,0.28,0.24,0.43809524,31,74,105,"sa3015814"
"Duncan Garcia","MIL","CPX,DSL","17-19",429,0.34347826,1.44871795,0.13574661,0.51131222,0.35294118,0.19230769,0.1025641,0.54978355,0.17748918,0.27272727,0.39553991,234,618,852,"sa3015815"
"Ney Serrano","MIL","CPX,DSL","17-19",384,0.34,1.025,0.14736842,0.43157895,0.42105263,0.2625,0.05,0.58415842,0.18811881,0.22772277,0.31598063,256,570,826,"sa3015816"
"Alexander Benua","ARI","CPX,DSL","17-19",440,0.2919708,1.23958333,0.16342412,0.46303502,0.37354086,0.34375,0.02083333,0.48717949,0.25274725,0.26007326,0.28363636,239,586,825,"sa3015817"
"Anderdson Rojas","ARI","A,CPX,DSL","17-19",755,0.30139373,1.31188119,0.16903915,0.47153025,0.3594306,0.23762376,0.01980198,0.48709122,0.2444062,0.26850258,0.15951245,541,1346,1887,"sa3015818"
"Rafael Cruz","MIN","A,CPX,DSL","17-19",653,0.31052632,0.86538462,0.23015873,0.35714286,0.41269841,0.21153846,0.12179487,0.46015424,0.23650386,0.3033419,0.24097065,524,1248,1772,"sa3015819"
"Luis Rodriguez","MIN","DSL","17-18",239,0.25384615,0.76271186,0.13333333,0.375,0.49166667,0.3220339,0.05084746,0.53174603,0.24603175,0.22222222,0.33700441,143,311,454,"sa3015820"
"Fredy Michel","MIN","CPX,DSL","16-18",383,0.28654971,1.01449275,0.14723926,0.42944785,0.42331288,0.20289855,0.04347826,0.41040462,0.21965318,0.3699422,0.3748503,245,590,835,"sa3015821"
"Andres Centeno","MIN","A,CPX,DSL","17-19",421,0.33830846,1.13513514,0.17708333,0.4375,0.38541667,0.27027027,0.06756757,0.53030303,0.24242424,0.22727273,0.3574514,282,644,926,"sa3015822"
"Reynaldo Madrigal","MIN","CPX,DSL","17-19",151,0.27419355,0.88888889,0.15,0.4,0.45,0.37037037,0.03703704,0.50819672,0.21311475,0.27868852,0.43806647,85,246,331,"sa3015823"
"Giovanny Rivero","MIN","CPX,DSL","17-19",169,0.26262626,1,0.16129032,0.41935484,0.41935484,0.33333333,0,0.45918367,0.18367347,0.35714286,0.33827893,95,242,337,"sa3015824"
"Junior Del Valle","MIN","DSL","17-19",318,0.30555556,1.47619048,0.18324607,0.48691099,0.32984293,0.19047619,0.04761905,0.5245098,0.16666667,0.30882353,0.32007576,148,380,528,"sa3015825"
"Yohairo Cuevas","NYM","A,CPX,DSL","17-19",509,0.32291667,1.64285714,0.18081181,0.50922509,0.3099631,0.21428571,0.0952381,0.41489362,0.20212766,0.38297872,0.24282199,458,761,1219,"sa3015826"
"Jose Melendez","NYM","DSL","17-18",221,0.27564103,2,0.20408163,0.53061224,0.26530612,0.23076923,0.02564103,0.5875,0.1625,0.25,0.29700272,81,286,367,"sa3015827"
"Hector Rodriguez","NYM","A,A+,CPX,DSL","17-19",836,0.34087237,1.1754386,0.21144674,0.42607313,0.36248013,0.19736842,0.09649123,0.45553822,0.23088924,0.31357254,0.16190476,658,1652,2310,"sa3015828"
"Samuel Camacaro","NYM","DSL","17-19",372,0.2811245,1.55263158,0.16017316,0.51082251,0.32900433,0.19736842,0.01315789,0.43319838,0.23481781,0.33198381,0.26172466,206,455,661,"sa3015829"
"Mike Ibarguen","NYM","DSL","17-18",129,0.21052632,0.92307692,0.15254237,0.40677966,0.44067797,0.15384615,0.11538462,0.21666667,0.15,0.63333333,0.35087719,93,192,285,"sa3015830"
"Frederick Marte","NYM","DSL","17-18",224,0.25,1.44186047,0.17322835,0.48818898,0.33858268,0.25581395,0,0.39849624,0.31578947,0.28571429,0.2699784,180,283,463,"sa3015831"
"Sebastian Castro","NYM","DSL","16-17",313,0.29411765,1.19148936,0.20769231,0.43076923,0.36153846,0.27659574,0.0212766,0.52205882,0.22058824,0.25735294,0.34228188,292,453,745,"sa3015832"
"Gustavo Marquez","NYM","DSL","17-18",232,0.28,1.09090909,0.22689076,0.40336134,0.3697479,0.29545455,0,0.49593496,0.22764228,0.27642276,0.4785553,92,351,443,"sa3015833"
"Pedro Ramirez","CHC","A,CPX,DSL","17-19",839,0.34653465,1.64367816,0.22033898,0.48474576,0.29491525,0.20689655,0.07471264,0.44878049,0.22926829,0.32195122,0.11063648,821,1520,2341,"sa3015834"
"Daniel Ferreira","CHC","DSL","17-19",366,0.28729282,1.30357143,0.19875776,0.45341615,0.34782609,0.23214286,0,0.53892216,0.20958084,0.25149701,0.40314136,255,509,764,"sa3015835"
"Solardo Rodriguez","PHI","DSL","17-18",242,0.25388601,0.8875,0.13218391,0.40804598,0.45977011,0.2,0.025,0.50273224,0.25136612,0.24590164,0.20809249,82,264,346,"sa3015836"
"Yoangel Ramos","PHI","DSL","17-19",310,0.27419355,0.94117647,0.20958084,0.38323353,0.40718563,0.35294118,0.04411765,0.45402299,0.18965517,0.35632184,0.36513761,152,393,545,"sa3015837"
"Yemil Rosario","PHI","DSL","17-19",452,0.324,1.18072289,0.16972477,0.44954128,0.38073394,0.24096386,0.02409639,0.5042735,0.24786325,0.24786325,0.33991228,304,608,912,"sa3015838"
"Leonardo Rondon","PHI","CPX,DSL","17-19",302,0.33018868,1.70175439,0.22222222,0.48989899,0.28787879,0.28070175,0.03508772,0.45454545,0.24880383,0.29665072,0.1875,151,345,496,"sa3015839"
"Emerson Purroy","CLE","CPX,DSL","17-19",348,0.25388601,0.96052632,0.16759777,0.40782123,0.42458101,0.17105263,0.02631579,0.50537634,0.24193548,0.25268817,0.2972583,268,425,693,"sa3015840"
"Dario Borrero","CHW","CPX,DSL","17-19",296,0.34615385,1.84285714,0.12334802,0.56828194,0.30837004,0.2,0,0.33333333,0.2008547,0.46581197,0.2585034,71,370,441,"sa3015841"
"Victor Quezada","CHW","CPX,DSL","17-18",321,0.31543624,1.11111111,0.24,0.4,0.36,0.2962963,0.18518519,0.62420382,0.22292994,0.15286624,0.39167862,192,505,697,"sa3015842"
"Carlos Jimenez","CHW","CPX,DSL","19-21",401,0.3,1.48888889,0.16728625,0.49814126,0.33457249,0.16666667,0.11111111,0.433213,0.2166065,0.35018051,0.25287356,199,497,696,"sa3015843"
"Yosmi Fernandez","KCR","DSL","17-19",418,0.28,1.90196078,0.14942529,0.55747126,0.29310345,0.31372549,0.01960784,0.45652174,0.19565217,0.34782609,0.39559165,290,572,862,"sa3015844"
"Luis Paredes","COL","CPX,DSL","17-19",430,0.31465517,1.43589744,0.15555556,0.49777778,0.34666667,0.26923077,0.14102564,0.50638298,0.25531915,0.23829787,0.37674419,231,629,860,"sa3015845"
"Bryant Betancourt","COL","A,DSL","17-19",756,0.29678639,1.14213198,0.19924099,0.42694497,0.37381404,0.18274112,0.08121827,0.42777778,0.24074074,0.33148148,0.10084034,843,1299,2142,"sa3015846"
"Felix Tena","COL","CPX,DSL","17-19",549,0.35170604,1.55371901,0.1671159,0.50673854,0.32614555,0.28099174,0.07438017,0.46753247,0.22857143,0.3038961,0.31877729,177,739,916,"sa3015847"
"David Rodriguez","COL","DSL","16-16",81,0.35087719,1.70588235,0.11538462,0.55769231,0.32692308,0.11764706,0.05882353,0.39622642,0.18867925,0.41509434,0.34615385,26,104,130,"sa3015848"
"Gabriel Terrero","COL","DSL","17-19",545,0.35172414,0.82644628,0.2245614,0.35087719,0.4245614,0.32231405,0.09917355,0.50508475,0.23050847,0.26440678,0.37827715,320,748,1068,"sa3015849"
"German Tapia","TBR","CPX,DSL","17-19",344,0.33502538,1.84210526,0.1147541,0.57377049,0.31147541,0.28070175,0.05263158,0.47894737,0.20526316,0.31578947,0.2717873,259,418,677,"sa3015850"
"Derlin Figueroa","LAD","CPX,DSL","17-19",493,0.31506849,1,0.16967509,0.41516245,0.41516245,0.20869565,0.12173913,0.50699301,0.23426573,0.25874126,0.25810056,321,574,895,"sa3015851"
"Gustavo Armas","PIT","DSL","17-19",409,0.31746032,1.51851852,0.22727273,0.46590909,0.30681818,0.27777778,0,0.50549451,0.24175824,0.25274725,0.3182333,342,541,883,"sa3015852"
"Wilmer Bolivar","CHC","DSL","18-18",121,0.33928571,1.73333333,0.19607843,0.50980392,0.29411765,0.33333333,0.06666667,0.42372881,0.28813559,0.28813559,0.46332046,60,199,259,"sa3015853"
"Osman Bravo","KCR","DSL","17-19",158,0.25925926,1.2,0.10204082,0.48979592,0.40816327,0.325,0.025,0.45544554,0.25742574,0.28712871,0.23552124,83,176,259,"sa3015854"
"Raino Coran","CHC","CPX,DSL","19-20",221,0.31325301,1,0.17948718,0.41025641,0.41025641,0.34375,0.125,0.5,0.19512195,0.30487805,0.37383178,202,333,535,"sa3015855"
"Fidel Montero","NYY","DSL","17-18",473,0.30232558,0.6125,0.22754491,0.29341317,0.47904192,0.1875,0.1375,0.55248619,0.20441989,0.24309392,0.36196319,433,708,1141,"sa3015856"
"Andy Perez","COL","A,DSL","17-19",950,0.30738255,1.53781513,0.16227462,0.50762829,0.33009709,0.25630252,0.01260504,0.44354839,0.21505376,0.34139785,0.14253898,629,1616,2245,"sa3015857"
"Anderson Sanchez","HOU","DSL","17-18",163,0.31944444,1.89473684,0.12698413,0.57142857,0.3015873,0.21052632,0.05263158,0.34848485,0.3030303,0.34848485,0.36526946,128,206,334,"sa3015858"
"Jhoan Contreras","WSN","CPX,DSL","17-19",348,0.32727273,2.08333333,0.24489796,0.51020408,0.24489796,0.20833333,0.04166667,0.36714976,0.17874396,0.45410628,0.27707006,209,419,628,"sa3015859"
"Ezequiel Surun","ARI","DSL","16-18",296,0.30808081,1.14084507,0.14606742,0.45505618,0.3988764,0.29577465,0.01408451,0.57526882,0.22043011,0.20430108,0.38592751,87,382,469,"sa3015860"
"Anderson Colmenarez","ARI","DSL","17-19",319,0.32682927,1.41935484,0.20634921,0.46560847,0.32804233,0.17741935,0.01612903,0.4611399,0.21243523,0.32642487,0.20695652,242,333,575,"sa3015861"
"Jonaiker Sandoval","BAL","DSL","17-19",184,0.30769231,1.26315789,0.13131313,0.48484848,0.38383838,0.15789474,0.05263158,0.52427184,0.24271845,0.23300971,0.49421965,63,283,346,"sa3015862"
"Kenny Castillo","ARI","A,CPX,DSL","17-19",490,0.33048433,1.25641026,0.2303207,0.42857143,0.34110787,0.23076923,0.03418803,0.43220339,0.24293785,0.32485876,0.22822823,264,735,999,"sa3015863"
"Adrian De Leon","ARI","CPX,DSL","17-19",257,0.37762238,1.83333333,0.16783217,0.53846154,0.29370629,0.26190476,0.07142857,0.49655172,0.22758621,0.27586207,0.25540275,169,340,509,"sa3015864"
"Gabriel Silva","KCR","CPX,DSL","17-19",348,0.29885057,0.84210526,0.20454545,0.36363636,0.43181818,0.23684211,0.14473684,0.49450549,0.24175824,0.26373626,0.30013643,221,512,733,"sa3015865"
"Luis Pino","STL","CPX,DSL","17-19",386,0.31958763,1.453125,0.19072165,0.47938144,0.32989691,0.1875,0.171875,0.51741294,0.1840796,0.29850746,0.32375979,221,545,766,"sa3015866"
"Juan Diaz","TEX","DSL","17-18",283,0.26576577,1.44285714,0.15763547,0.49753695,0.34482759,0.22857143,0.04285714,0.42857143,0.21904762,0.35238095,0.20347395,94,309,403,"sa3015867"
"Juan Mota","LAA","DSL","17-18",167,0.25423729,1.375,0.15178571,0.49107143,0.35714286,0.275,0,0.47008547,0.23931624,0.29059829,0.33333333,58,224,282,"sa3015868"
"Willy Montero","NYY","CPX,DSL","16-18",499,0.36928105,1.52747253,0.21232877,0.4760274,0.31164384,0.23076923,0.06593407,0.42207792,0.23701299,0.34090909,0.28323108,311,667,978,"sa3015869"
"Edgar Alfonso","LAA","CPX,DSL","17-19",280,0.32183908,1.25862069,0.21084337,0.43975904,0.34939759,0.29310345,0.01724138,0.53142857,0.21142857,0.25714286,0.28571429,164,368,532,"sa3015870"
"Cristian Garcia","LAA","CPX,DSL","16-18",528,0.30981595,2,0.17924528,0.54716981,0.27358491,0.13793103,0.05747126,0.443769,0.20364742,0.35258359,0.23150817,374,667,1041,"sa3015871"
"Raul Guzman","CHC","DSL","17-19",327,0.29381443,1.62295082,0.13513514,0.53513514,0.32972973,0.36065574,0.01639344,0.44559585,0.22279793,0.33160622,0.27724359,219,405,624,"sa3015872"
"Jorge Ruiz","LAA","A,CPX,DSL","17-19",776,0.34775087,2.39416058,0.16517056,0.58886894,0.2459605,0.24817518,0.02919708,0.36206897,0.25,0.38793103,0.12289916,616,1288,1904,"sa3015873"
"Leosdany Molina","HOU","A,DSL","21-23",1012,0.286754,1.24369748,0.20179372,0.44245142,0.35575486,0.33613445,0.05462185,0.42690058,0.23976608,0.33333333,0.14663024,1131,2163,3294,"sa3015874"
"Javier Vina","PHI","DSL","19-19",59,0.26923077,2.16666667,0.20833333,0.54166667,0.25,0.5,0,0.55555556,0.14814815,0.2962963,0.4516129,34,90,124,"sa3016074"
"Luis Valdez","BAL","A,A+,DSL","21-23",892,0.33913043,2.93333333,0.1616341,0.62522202,0.21314387,0.21666667,0.05,0.44539249,0.19795222,0.35665529,0.13779397,1069,1950,3019,"sa3016076"
"Brayan Altuve","CHC","CPX,DSL","18-20",353,0.265625,0.89411765,0.16145833,0.39583333,0.44270833,0.25882353,0.10588235,0.54545455,0.21717172,0.23737374,0.40559441,169,546,715,"sa3016077"
"Berny Encarnacion","ARI","DSL","18-18",96,0.22,0.72,0.10416667,0.375,0.52083333,0.32,0.08,0.54901961,0.23529412,0.21568627,0.52238806,36,165,201,"sa3016078"
"Marco Pernalete","ARI","CPX,DSL","18-20",289,0.33333333,1.76,0.18823529,0.51764706,0.29411765,0.24,0.06,0.43103448,0.1954023,0.37356322,0.386121,112,450,562,"sa3016079"
"Samuel Rivas","ARI","DSL","18-18",13,0.25,6,0.14285714,0.85714286,0,0,0,0.44444444,0.33333333,0.22222222,0.2173913,8,15,23,"sa3016080"
"Robinson Vargas","ARI","DSL","18-19",259,0.27777778,1.26666667,0.25547445,0.41605839,0.32846715,0.15555556,0.06666667,0.54225352,0.18309859,0.27464789,0.31558185,177,330,507,"sa3016081"
